text,true_label,predicted_label
"as i understand it, if he and blackburn had voted no to bring it to the floor for a vote, it would have died and no vote on the actual bill would have been needed.",1,1
no more rino,1,1
that plan has not worked under the bush administration.,1,1
very classy post tim scott.,1,1
stop spending our hard earned money.,1,1
"lynn roebuck, laws can be passed by congress, signed the president, judged yo be constitutional by the courts and still be a bad law.",1,0
"i heard he is, mike.",1,0
"if you vote for this horfic treaty, iran central them is death to america!",1,1
i'm disappointed in his backing rubio.,1,1
"the more we stick to the constitution, belief in god and traditional family values, the more candidates will win.",1,1
not only is the country in bad debt but our state is the worst in the country!,1,1
just do what you need to do and support the republican nominee senator.,1,1
we need more people like you in congress rand!,1,1
"isis johnny, it's isis.",1,1
maybe you can use the monies the irs has that they use for conferences and divert it!,1,1
he's another worthless rino,1,1
"trump loves this country, obama hates the united states of america and wants to see us destroyed, can you really be that blind.",1,1
we have a president doing the things he is doing and he calls sen paul a wacko!!!,1,1
"got anyone in mind, paul?",1,0
you should leave the opinion to o'reilly and hannity and stick to trying to read the news.,1,1
rand paul you are a hero!,1,1
gloria i wonder if you will be screaming this same '' sheep like mantra 'in a few years when things will not be free but we will a socialist country.,1,0
isis wants to make a permanent wipe out for years of the american power grid.,1,1
rand the americans want to know where you are / how come you are not at the bundy ranch helping the americans.,1,1
"mia, what is your interpretation of the 14th amendment in relation to denying the 2nd amendment rights of citizens without due process by restricting those on the no-fly list from purchasing firearms?",1,0
read the declaration of independence and the constitution of the united states and you will understand what he is saying.,1,0
we gave you guys controll you better do what the people want not what your buddies want.,1,1
i fail to see how not having a public education system allows wyoming to make its own education policies.,1,0
i really apreciate that rand did this for the people.,1,1
they could at least import from our friends in south and central america.,1,0
i challenge you and tim scott to publish names of ph.d's in higher ed along with teachers and school board members from your state that advised you that this was a good decision.,1,1
so now he says if we want to defund obama care it will shut the government down.,1,1
"the republican establishment has dumped its base and its conservative values, and folded to the obama regime.",1,1
give a clean cr like boehner agreed to last month and your manufactured problem with resolve itself.,1,1
and what is congress or vern going to do nothing.,1,1
i guess the republicans would never try to stall a president's nominee.,1,1
"told cq roll call on tuesday that he believed reconciliation was the ""most surefire way"" to defund planned parenthood.",1,1
that's not the only unconstitutional thing he has done.,1,1
now if we can somehow be able to put you sir mr. trey gowdy in the next opening position as us supreme court justice then i for one would feel much safer.,1,1
if we can be guaranteed of a specific sales tax rate - e.g.,1,0
i pray you will consider it.,1,0
i have no insurance either.,1,0
if he's on the list he can't fly on an airline in this country.,1,1
"then, in 2015, the new congressmen we elected will go in and have a better idea of what not to do, which is everything the 2012-2013 congress did.",1,1
do not vote for obamacare,1,1
your version liberty means freedom to be a slave to someone who owns more then you.,1,0
"raise taxes on the people who already pay most of the taxes, raise the debt limit so we can keep borrowing money we don't have and continue to spend more than we take in.",1,1
"thank rand paul for voting against the violense against women act. """,1,1
you must not even be following what james lankford is doing for you!,1,1
"people in this king sex ring that included many webb foster children, say that johnny gosch was one of those children.",1,1
b h 0 and his band of leftist fairies will be laughed at by el- kaida and isis.,1,1
pass a clean cr and then negotiate all you want.,1,1
lou barletta is a fellow coal cracker from hazleton.,1,1
"however, although i was relieved to hear of the statement you released with senator mccain, it was unimpressive.",1,0
"i feel it starts with our president to congressmen, congresswomen, and our military are all in on it and we can do nothing about it.",1,1
we don't either but change that amnesty for illegals that you are for.,1,1
"how dare you put your party above your country, your constituents and the constitution.",1,1
we need jobs but nothing is being done by this admin.,1,1
we have put ourselves onto this complicated mess..... and yes secure the borders now!,1,1
relieved here too kourtney that mike lee won.,1,1
so when are you going to do anything about this mess.,1,0
but why can't we do something about it?,1,0
"that being said, mccain is wrong.",1,1
